shot_id,project_id,sequence_code,shot_name,department,assigned_artist_id,assigned_date,start_date,deadline,delivery_date,first_pass_date,final_approval_date,status,priority,complexity,estimated_hours,actual_hours,internal_revision_count,client_revision_count,revision_count_reported,hold_days,vendor_dependencies,notes
PRJ-1006_SQ040_SH0080,PRJ-1006,SQ040,SQ040_SH0080,Roto/Paint,ART-030,2025-06-13,2025-06-17,2025-06-23,2025-06-27,2025-06-18,2025-06-30,Delivered,High,High,20.5,22.7,1,2,3,2,None,
PRJ-1008_SQ090_SH0090,PRJ-1008,SQ090,SQ090_SH0090,Matchmove,ART-057,2025-08-20,2025-08-21,2025-08-27,2025-08-29,2025-08-22,2025-08-30,Final,Medium,Low-Medium,16.2,16.0,0,1,1,1,None,
PRJ-1002_SQ090_SH0040,PRJ-1002,SQ090,SQ090_SH0040,Compositing,ART-024,2024-05-31,2024-06-05,17-Jun-2024,2024-06-24,2024-06-07,2024-06-24,Delivered,Critical,Low-Medium,29.7,25.6,1,0,1,3,Client Plate,
PRJ-1004_SQ030_SH0040,PRJ-1004,SQ030,SQ030_SH0040,FX,ART-056,2024-08-18,2024-08-21,2024-09-05,2024-09-10,2024-08-25,2024-09-12,APPROVED,Medium,Low-Medium,48.8,57.3,2,1,5,0,Plate Prep,
PRJ-1010_SQ100_SH0090,PRJ-1010,SQ100,SQ100_SH0090,Compositing,ART-025,2026-01-18,2026-01-23,2026-02-07,2026-02-15,2026-01-27,2026-02-18,Delivered,Low,Very High,45.4,47.0,2,2,4,1,Plate Prep,Dependent on upstream FX delivery
PRJ-1012_SQ120_SH0060,PRJ-1012,SQ120,SQ120_SH0060,Assets,ART-005,2026-05-04,2026-05-09,2026-06-05,,2026-05-20,,Client Review,High,Very High,121.5,49.9,2,1,3,0,3D Asset,Additional cleanup discovered during review
PRJ-1001_SQ060_SH0070,PRJ-1001,SQ060,SQ060_SH0070,Matchmove,ART-017,2024-06-02,2024-06-03,2024-06-11,2024-06-10,2024-06-04,2024-06-11,Delivered,High,Low-Medium,21.5,18.7,1,0,1,0,External Simulation,
PRJ-1014_SQ020_SH0110,PRJ-1014,SQ020,SQ020_SH0110,Matchmove,ART-050,2026-08-04,2026-08-06,2026-08-17,,,,On Hold,Low,Low-Medium,16.7,18h,1,0,1,0,,
PRJ-1004_SQ100_SH0050,PRJ-1004,SQ100,SQ100_SH0050,Roto/Paint,ART-028,2024-09-30,2024-10-01,2024-10-11,2024-10-16,2024-10-02,2024-10-16,Approved,High,Medium,16.0,16.8,3,1,4,0,None,Dependent on upstream FX delivery
PRJ-1001_SQ020_SH0100,PRJ-1001,SQ020,SQ020_SH0100,Compositing,ART-040,2024-07-17,2024-07-21,2024-07-27,2024-08-03,2024-07-24,2024-08-04,Delivered,High,Medium,36.0,59.6,2,2,4,0,Client Plate,
PRJ-1003_SQ020_SH0030,PRJ-1003,SQ020,SQ020_SH0030,Compositing,ART-009,2024-04-18,2024-04-21,2024-04-30,2024-05-04,2024-04-24,2024-05-06,Approved,High,Medium,31.1,31.4,2,0,2,1,None,
PRJ-1015_SQ060_SH0070,PRJ-1015,SQ060,SQ060_SH0070,Assets,ART-001,2026-07-10,2026-07-15,2026-08-01,,,,WIP,Medium,Medium,67.5,48.2,2,1,3,1,None,Client requested alternate color treatment
PRJ-1014_SQ040_SH0030,PRJ-1014,SQ040,SQ040_SH0030,FX,ART-053,2026-03-25,2026-03-28,2026-04-13,,2026-04-02,,On-Hold,Medium,Low-Medium,53.7,24.5,1,0,1,1,Client Plate,Client requested alternate color treatment
PRJ-1011_SQ010_SH0040,PRJ-1011,SQ010,SQ010_SH0040,Assets,ART-037,2025-09-08,2025-09-13,2025-09-29,2025-10-11,2025-09-18,2025-10-11,Approved,Medium,Medium,65.9,66.6,2,0,2,8,None,Client requested alternate color treatment
PRJ-1012_SQ050_SH0040,PRJ-1012,SQ050,SQ050_SH0040,Roto/Paint,ART-044,2026-01-27,2026-02-01,2026-02-08,2026-02-11,2026-02-03,2026-02-12,Delivered,Critical,Very High,25.2,38.5,2,1,3,1,3D Asset,Client requested alternate color treatment
PRJ-1014_SQ030_SH0040,PRJ-1014,SQ030,SQ030_SH0040,Roto/Paint,ART-021,2026-04-05,2026-04-07,2026-04-15,,2026-04-09,,WIP,Medium,High,28.6,30.1,3,0,3,1,3D Asset,Heavy grain matching required
PRJ-1008_SQ060_SH0010,PRJ-1008,SQ060,SQ060_SH0010,Roto/Paint,ART-044,2025-02-08,2025-02-08,2025-02-19,2025-02-22,2025-02-10,2025-02-25,Approved,Medium,High,29.4,52.0,4,2,6,1,Plate Prep,
PRJ-1011_SQ040_SH0060,PRJ-1011,SQ040,SQ040_SH0060,Assets,ART-005,2025-11-04,2025-11-04,2025-11-10,2025-11-09,2025-11-06,2025-11-10,Approved,Low,Medium,26.7,31.7,1,0,1,0,Client Plate,Dependent on upstream FX delivery
PRJ-1006_SQ020_SH0050,PRJ-1006,SQ020,SQ020_SH0050,Matte Painting, ART-055,2025-02-27,2025-03-02,2025-03-18,2025-03-25,2025-03-07,2025-03-28,Delivered,High,Medium,59.2,72.2,2,3,5,3,None,Additional cleanup discovered during review
PRJ-1010_SQ090_SH0060,PRJ-1010,SQ090,SQ090_SH0060,Animation,ART-026,2025-10-26,2025-10-28,2025-11-11,2025-11-14,2025-11-01,2025-11-17,Approved,Medium,Low-Medium,47.9,43.9,2,0,2,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1006_SQ090_SH0020,PRJ-1006,SQ090,SQ090_SH0020,Lighting,ART-014,2024-12-06,2024-12-09,2024-12-25,2024-12-27,2024-12-12,2024-12-30,Delivered,Medium,Medium,40.8,32.6,0,0,0,0,Plate Prep,
PRJ-1005_SQ030_SH0070,PRJ-1005,SQ030,SQ030_SH0070,Roto/Paint,ART-049,2024-11-04,2024-11-04,2024-11-09,2024-11-06,2024-11-05,2024-11-07,Approved,Critical,Medium,16.4,19.3,4,1,5,0,Plate Prep,
PRJ-1004_SQ020_SH0080,PRJ-1004,SQ020,SQ020_SH0080,Roto/Paint,ART-028,2024-12-01,2024-12-06,2024-12-15,2024-12-24,2024-12-07,2024-12-26,Final,High,Low-Medium,15.0,13.2,1,1,2,8,Plate Prep,Additional cleanup discovered during review
PRJ-1012_SQ090_SH0030,PRJ-1012,SQ090,SQ090_SH0030,Lighting,ART-052,2025-12-31,2026-01-01,2026-01-15,2026-01-11,2026-01-03,2026-01-14,Approved,Medium,Low,25.2,28.4,0,1,1,0,3D Asset,
PRJ-1010_SQ030_SH0090,PRJ-1010,SQ030,SQ030_SH0090,Compositing,ART-019,2026-01-12,2026-01-15,2026-01-29,2026-02-03,2026-01-17,2026-02-04,Delivered,High,Low,27.4,23.8,0,1,1,3,None,
PRJ-1012_SQ100_SH0040,prj-1012,SQ100,SQ100_SH0040,FX,ART-042,2026-02-17,2026-02-21,2026-03-11,2026-03-15,2026-02-28,2026-03-16,Approved,Medium,High,81.6,115.4,3,0,3,0,3D Asset,Heavy grain matching required
PRJ-1009_SQ080_SH0020,PRJ-1009,SQ080,SQ080_SH0020,Matte Painting,ART-007,2025-04-25,2025-04-25,2025-05-12,2025-05-16,2025-04-30,2025-05-16,Final,High,High,65.8,84.4,1,1,2,1,3D Asset,Heavy grain matching required
PRJ-1008_SQ040_SH0010,PRJ-1008,SQ040,SQ040_SH0010,Matchmove,ART-050,2025-02-06,2025-02-08,2025-02-11,2025-02-14,2025-02-09,2025-02-16,Delivered,Medium,Low-Medium,14.1,16.5,1,2,3,3,External Simulation,Additional cleanup discovered during review
PRJ-1002_SQ020_SH0050,prj-1002,SQ020,SQ020_SH0050,FX,ART-027,2024-06-20,2024-06-21,2024-07-04,2024-07-05,2024-06-24,2024-07-06,Approved,Medium,Low-Medium,35.1,27.7,1,0,1,0,None,Heavy grain matching required
PRJ-1012_SQ090_SH0080,PRJ-1012,SQ090,SQ090_SH0080,Roto/Paint,ART-012,2026-06-24,2026-06-28,2026-07-05,,2026-06-30,,Pending Review,High,Medium,22.8,24.0,4,2,6,0,None,Dependent on upstream FX delivery
PRJ-1014_SQ040_SH0050,PRJ-1014,SQ040,SQ040_SH0050,Roto/Paint,ART-028,2026-04-21,2026-04-25,2026-05-05,,2026-04-27,,Client Review,Medium,High,22.9,7.3,0,2,2,0,3D Asset,
PRJ-1004_SQ060_SH0080,PRJ-1004,SQ060,SQ060_SH0080,Roto/Paint,ART-049,2024-12-10,2024-12-15,2024-12-25,2024-12-15,2024-12-16,2024-12-17,Final,Medium,Low-Medium,16.4,17.5,0,1,1,0,3D Asset,Client requested alternate color treatment
PRJ-1001_SQ070_SH0060,PRJ-1001,SQ070,SQ070_SH0060,Matchmove,ART-045,2024-05-15,2024-05-20,2024-06-03,2024-06-22,2024-05-23,2024-06-23,Final,Critical,Very High,38.6,37.6,3,2,5,8,None,Client requested alternate color treatment
PRJ-1010_SQ040_SH0090,PRJ-1010,SQ040,SQ040_SH0090,Matchmove,ART-050,2026-01-04,2026-01-05,2026-01-19,2026-01-29,2026-01-07,2026-01-31,Approved,High,High,24.7,28.2,1,4,5,8,3D Asset,
PRJ-1014_SQ040_SH0060,PRJ-1014,SQ040,SQ040_SH0060,Animation,ART-038,2026-05-05,2026-05-09,2026-05-21,2026-05-27,2026-05-13,2026-05-28,Delivered,High,Very High,51.7,-3,3,2,5,5,None,Dependent on upstream FX delivery
PRJ-1004_SQ070_SH0010,PRJ-1004,SQ070,SQ070_SH0010,Roto/Paint,ART-044,2024-06-14,2024-06-15,2024-06-26,2024-07-06,2024-06-16,2024-07-07,Approved,High,Medium,17.8,30.5,4,1,5,1,Client Plate,
PRJ-1004_SQ040_SH0050,PRJ-1004,SQ040,SQ040_SH0050,Lighting,ART-002,2024-09-24,2024-09-26,2024-10-06,2024-10-15,2024-09-28,2024-10-15,Approved,High,Low,28.2,31.5,2,0,2,3,None,Heavy grain matching required
PRJ-1009_SQ060_SH0020,PRJ-1009,SQ060,SQ060_SH0020,FX,ART-053,2025-05-01,2025-05-04,2025-05-16,2025-05-26,2025-05-11,2025-05-29,Delivered,Critical,Very High,76.1,101.0,3,1,4,2,None,Client requested alternate color treatment
PRJ-1008_SQ010_SH0030,PRJ-1008,SQ010,SQ010_SH0030,Lighting,ART-002,2025-03-14,2025-03-14,2025-03-30,2025-04-04,2025-03-19,2025-04-07,Final,Medium,Very High,-6,73.4,3,1,4,0,None,Client requested alternate color treatment
PRJ-1001_SQ080_SH0080,PRJ-1001,SQ080,SQ080_SH0080,Matchmove,ART-050,2024-06-26,2024-06-29,2024-07-10,2024-07-11,2024-07-01,2024-07-12,Final,Medium,Medium,27.2,28.8,2,1,3,0,None,Editorial turnover changed after first pass
PRJ-1004_SQ090_SH0010,PRJ-1004,SQ090,SQ090_SH0010,Animation,ART-026,2024-06-22,2024-06-25,2024-07-10,2024/07/13,2024-06-30,2024-07-14,Delivered,Medium,Medium,60.2,55.5,0,1,1,0,Client Plate,Heavy grain matching required
PRJ-1001_SQ040_SH0050,PRJ-1001,SQ040,SQ040_SH0050,Compositing,ART-035,2024-04-15,2024-04-17,2024-04-27,2024-04-21,2024-04-20,2024-04-24,Delivered,High,Medium,43.5,44.9,2,1,3,2,3D Asset,Heavy grain matching required
PRJ-1015_SQ070_SH0100,PRJ-1015,SQ070,SQ070_SH0100,Matchmove,ART-017,2026-09-14,2026-09-17,2026-09-23,,,,Pending Review,Medium,High,19.5,16.0,3,2,5,0,External Simulation,Dependent on upstream FX delivery
PRJ-1005_SQ030_SH0050,PRJ-1005,SQ030,SQ030_SH0050,Lighting,ART-002,2024-10-03,2024-10-03,2024-10-15,2024-10-18,2024-10-06,2024-10-20,Delivered,High,Medium,37.2,50.6,3,1,4,0,Client Plate,
PRJ-1002_SQ080_SH0020,PRJ-1002,SQ080,SQ080_SH0020,Compositing,ART-059,2024-04-02,2024-04-04,2024-04-16,2024-04-22,2024-04-07,2024-04-22,Approved,Low,Low-Medium,34.1,45.0,3,0,3,1,External Simulation,
PRJ-1008_SQ010_SH0060,PRJ-1008,SQ010,SQ010_SH0060,FX,ART-053,2025-05-27,2025-05-29,2025-06-09,2025-06-14,2025-06-02,2025-06-14,Delivered,Medium,Low-Medium,47.2,51.4,1,1,2,0,3D Asset,Editorial turnover changed after first pass
PRJ-1002_SQ060_SH0050,PRJ-1002,SQ060,SQ060_SH0050,Matchmove,ART-017,2024-06-24,2024-06-27,2024-07-07,2024-07-09,2024-06-28,2024-07-11,Delivered,Low,Low-Medium,20.4,20.0,0,1,1,0,Client Plate,Heavy grain matching required
PRJ-1012_SQ090_SH0060,PRJ-1012,SQ090,SQ090_SH0060,Compositing,ART-019,2026-04-13,2026-04-15,2026-04-26,,2026-04-16,,Client Review,Critical,Low,18.3,7.7,0,0,0,0,None,Heavy grain matching required
PRJ-1013_SQ040_SH0010,PRJ-1013,SQ040,SQ040_SH0010,Roto/Paint,ART-033,2026-01-20,2026-01-22,2026-02-02,2026-02-05,2026-01-23,2026-02-07,Delivered,High,High,18.1,22.5,3,1,4,0,3D Asset,Heavy grain matching required
PRJ-1004_SQ030_SH0070,PRJ-1004,SQ030,SQ030_SH0070,Matte Painting,ART-055,2024-10-28,2024-11-01,2024-11-11,2024-11-15,2024-11-04,2024-11-17,Final,Medium,Medium,41.7,42.0,2,0,2,0,None,Heavy grain matching required
PRJ-1004_SQ080_SH0040,PRJ-1004,SQ080,SQ080_SH0040,Compositing,ART-019,2024-09-08,2024-09-13,2024-09-27,2024-10-04,2024-09-18,2024-10-06,Final,High,High,56.7,59.0,1,0,1,5,3D Asset,Heavy grain matching required
PRJ-1010_SQ080_SH0050,PRJ-1010,SQ080,SQ080_SH0050,Roto/Paint,ART-044,2025-09-17,2025-09-21,2025-09-27,2025-09-26,2025-09-22,2025-09-29,Approved,Medium,Low-Medium,12.4,18.8,2,0,2,0,None,Heavy grain matching required
PRJ-1009_SQ050_SH0110,PRJ-1009,SQ050,SQ050_SH0110,Roto/Paint,ART-044,2025-12-03,2025-12-03,2025-12-08,2025-12-11,2025-12-04,2025-12-13,Delivered,Medium,Low-Medium,15.9,19.9,1,1,2,1,3D Asset,
PRJ-1004_SQ020_SH0050,PRJ-1004,SQ020,SQ020_SH0050,FX,ART-003,2024-09-18,2024-09-20,2024-09-30,2024-10-02,2024-09-24,2024-10-04,Final,High,Low-Medium,51.1,44.3,0,1,1,0,External Simulation,
PRJ-1006_SQ120_SH0040,PRJ-1006,SQ120,SQ120_SH0040,Matchmove,ART-045,2025-02-14,2025-02-15,2025-02-26,2025-03-01,2025-02-16,2025-03-03,Pend Review,Medium,Medium,20.6,20.5,1,2,3,0,None,Dependent on upstream FX delivery
PRJ-1005_SQ050_SH0070,PRJ-1005,SQ050,SQ050_SH0070,Compositing,ART-019,2024-11-14,2024-11-18,2024-11-30,2024-12-08,2024-11-21,2024-12-08,Approved,Medium,Medium,34.7,34.4,3,0,3,2,Plate Prep,
PRJ-1002_SQ030_SH0030,PRJ-1002,SQ030,SQ030_SH0030,Animation,ART-036,2024-04-12,2024-04-13,2024-05-04,2024-05-07,2024-04-22,2024-05-10,Delivered,Medium,Very High,97.7,113.7,3,0,3,0,None,Additional cleanup discovered during review
PRJ-1013_SQ030_SH0010,PRJ-1013,SQ030,SQ030_SH0010,Roto/Paint,ART-030,2026-01-19,2026-01-19,2026-01-22,2026-01-29,2026-01-20,2026-02-01,Delivered,Medium,Medium,12.0,14.7,3,0,3,2,None,
PRJ-1014_SQ040_SH0070,PRJ-1014,SQ040,SQ040_SH0070,compositing,ART-019,2026-06-04,2026-06-06,2026-06-18,2026-06-20,2026-06-08,2026-06-21,Delivered,Low,Low-Medium,27.3,27.9,1,0,1,3,3D Asset,Editorial turnover changed after first pass
PRJ-1012_SQ100_SH0030,PRJ-1012,SQ100,SQ100_SH0030,FX,ART-003,2026-01-10,2026-01-10,2026-01-22,2026-01-18,2026-01-14,2026-01-19,Delivered,High,Medium,52.4,44.3,1,0,1,0,Client Plate,
PRJ-1004_SQ030_SH0060,PRJ-1004,SQ030,SQ030_SH0060,Animation,ART-038,2024-10-11,2024-10-14,2024-10-23,2024-10-29,2024-10-16,2024-11-01,Delivered,High,Low,25.7,21.8,1,0,1,0,3D Asset,Editorial turnover changed after first pass
PRJ-1009_SQ020_SH0110,PRJ-1009,SQ020,SQ020_SH0110,Roto/Paint,ART-021,2025-11-16,2025-11-17,2025-11-24,2025-12-04,2025-11-18,2025-12-05,Delivered,High,Low,9.3,14.4,2,2,4,3,None,
PRJ-1004_SQ040_SH0070,PRJ-1004,SQ040,SQ040_SH0070,Matchmove,ART-050,2024-11-01,2024-11-03,2024-11-14,2024-11-24,2024-11-05,2024-11-27,Delivered,Medium,Medium,24.1,29.7,2,2,4,1,External Simulation,Editorial turnover changed after first pass
PRJ-1011_SQ020_SH0010,PRJ-1011,SQ020,SQ020_SH0010,Animation,ART-026,2025-07-03,2025-07-04,2025-07-18,2025-07-24,2025-07-07,2025-07-24,Approved,Medium,Low-Medium,38.6,37.6,1,0,1,1,Plate Prep,
PRJ-1002_SQ060_SH0020,PRJ-1002,SQ060,SQ060_SH0020,Compositing,ART-059,2024-03-19,2024-03-24,2024-04-06,2024-04-08,2024-03-27,2024-04-09,Delivered,Medium,Medium,44.6,40.1,1,0,1,1,Plate Prep,Client requested alternate color treatment
PRJ-1004_SQ060_SH0050,PRJ-1004,SQ060,SQ060_SH0050,Compositing,ART-009,2024-09-28,2024-10-03,2024-10-18,2024-10-21,2024-10-07,2024-10-22,Delivered,High,High,45.0,50.0,3,1,4,1,None,
PRJ-1008_SQ010_SH0050,PRJ-1008,SQ010,SQ010_SH0050,Matchmove,ART-050,2025-05-08,2025-05-09,2025-05-20,2025-05-24,2025-05-10,2025-05-27,Approved,Medium,Medium,20.2,22.3,2,2,4,3,None,Dependent on upstream FX delivery
PRJ-1010_SQ070_SH0090,PRJ-1010,SQ070,SQ070_SH0090,Animation,ART-038,2026-01-09,2026-01-13,2026-01-27,2026-01-23,2026-01-16,2026-01-24,Delivered,Medium,Low,38.8,42.1,0,1,1,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1003_SQ050_SH0030,PRJ-1003,SQ050,SQ050_SH0030,Compositing,ART-010,2024-04-27,2024-04-29,2024-05-10,2024-05-18,2024/05/03,2024-05-20,Delivered,Critical,Very High,51.5,62.4,3,2,5,0,Client Plate,Dependent on upstream FX delivery
PRJ-1007_SQ010_SH0010,PRJ-9999,SQ010,SQ010_SH0010,Roto/Paint,ART-028,2025-01-09,2025-01-11,2025-01-20,2025-01-17,2025-01-13,2025-01-19,Delivered,High,Very High,27.3,24.8,1,1,2,0,Plate Prep,
PRJ-1010_SQ040_SH0010,PRJ-1010,SQ040,SQ040_SH0010,Roto/Paint, ART-033,2025-05-16,2025-05-17,2025-05-30,2025-06-04,2025-05-18,2025-06-06,Approved,High,Medium,20.5,24.3,2,1,3,2,External Simulation,Editorial turnover changed after first pass
PRJ-1008_SQ020_SH0070,PRJ-1008,SQ020,SQ020_SH0070,Assets,ART-047,TBD,2025-06-15,2025-06-24,2025-06-30,2025-06-18,2025-07-03,Final,Medium,Medium,42.0,47.4,3,1,4,0,3D Asset,Editorial turnover changed after first pass
PRJ-1012_SQ070_SH0020, PRJ-1012,SQ070,SQ070_SH0020,FX,ART-034,2025-11-26,2025-11-29,2025-12-14,,2025-12-04,,WIP,High,Medium,64.1,76.5,2,1,3,2,3D Asset,Editorial turnover changed after first pass
PRJ-1005_SQ050_SH0050,PRJ-1005,SQ050,SQ050_SH0050,Roto/Paint,ART-012,2024-10-09,2024-10-14,2024-10-19,2024-10-21,2024-10-16,2024-10-23,Approved,Medium,Very High,28.5,30.8,2,1,3,0,External Simulation,Heavy grain matching required
PRJ-1006_SQ060_SH0030,PRJ-1006,SQ060,SQ060_SH0030,Compositing,ART-008,2024-12-21,2024-12-25,2025-01-08,2025-01-16,2024-12-28,2025-01-16,Delivered,Medium,Medium,41.1,52.1,1,1,2,0,Plate Prep,
PRJ-1009_SQ020_SH0050,PRJ-1009,SQ020,SQ020_SH0050,Compositing,ART-010,2025-06-26,2025-06-27,2025-07-07,2025-07-23,2025-07-01,2025-07-24,Delivered,Medium,High,48.5,55.1,3,1,4,8,None,Dependent on upstream FX delivery
PRJ-1010_SQ020_SH0090,PRJ-1010,SQ020,SQ020_SH0090,Compositing,ART-024,2025-12-31,2026-01-02,2026-01-17,2026-01-19,2026-01-05,2026-01-20,Approved,High,Medium,40.3,37.5,2,0,2,0,None,Additional cleanup discovered during review
PRJ-1002_SQ040_SH0070,PRJ-1002,SQ040,SQ040_SH0070,Animation,ART-041,2024-09-05,2024-09-07,2024-09-18,2024-10-11,2024-09-12,2024-10-11,Approved,Low,Very High,59.3,85.0,3,4,7,12,Client Plate,Client requested alternate color treatment
PRJ-1009_SQ010_SH0080,PRJ-1009,SQ010,SQ010_SH0080,Compositing,ART-008,2025-09-05,2025-09-08,2025-09-15,2025-09-23,2025-09-11,2025-09-25,Delivered,Medium,High,36.2,58.9,3,2,5,5,None,
PRJ-1003_SQ030_SH0020,PRJ-1003,SQ030,SQ030_SH0020,Roto/Paint,ART-021,2024-04-12,2024-04-17,2024-04-27,2024-05-02,2024-04-19,2024-05-05,Delivered,High,High,23.9,30.3,1,1,2,5,None,Heavy grain matching required
PRJ-1002_SQ120_SH0030,PRJ-1002,SQ120,SQ120_SH0030,Compositing,ART-008,2024-05-15,2024-05-15,2024-05-28,2024-06-01,2024-05-20,2024-06-01,Final,High,Very High,65.8,82.4,4,0,4,0,None,Client requested alternate color treatment
PRJ-1002_SQ070_SH0070,PRJ-1002,SQ070,SQ070_SH0070,Compositing,ART-060,2024-09-08,2024-09-11,2024-09-30,2024-10-04,2024-09-18,2024-10-07,Delivered,Critical,Very High,76.5,78.1,2,1,3,1,Client Plate,Additional cleanup discovered during review
PRJ-1014_SQ010_SH0010,PRJ-1014,SQ010,SQ010_SH0010,Lighting,ART-023,2026-02-05,2026-02-05,2026-02-18,2026-02-26,2026-02-08,2026-02-28,Approved,High,Low-Medium,34.8,33.1,2,0,2,2,3D Asset,Editorial turnover changed after first pass
PRJ-1008_SQ010_SH0070,PRJ-1008,SQ010,SQ010_SH0070,Animation,ART-006,2025-06-15,2025-06-19,2025-06-29,2025-07-10,2025-06-23,TBD,Delivered,High,Medium,45.0,40.7,0,2,2,5,Client Plate,Heavy grain matching required
PRJ-1012_SQ040_SH0020,PRJ-1012,SQ040,SQ040_SH0020,Assets,ART-037,2025-11-19,2025-11-21,2025-12-09,2025-12-12,2025-11-26,2025-12-15,Final,High,Low-Medium,60.6,68.2,2,0,2,0,Client Plate,
PRJ-1009_SQ050_SH0060,PRJ-1009,SQ050,SQ050_SH0060,FX,ART-048,2025-07-24,2025-07-26,2025-08-08,2025-08-07,2025-07-29,2025-08-09,Approved,High,Low-Medium,42.3,31.2,0,1,1,0,External Simulation,Heavy grain matching required
PRJ-1011_SQ010_SH0120,PRJ-1011,SQ010,SQ010_SH0120,Roto/Paint,ART-012,2026-02-25,2026-03-01,2026-03-05,2026-03-12,2026-03-02,2026-03-14,Approved,Critical,High,14.1,12.7,0,0,0,8,Client Plate,Heavy grain matching required
PRJ-1010_SQ020_SH0060,PRJ-1010,SQ020,SQ020_SH0060,Lighting,ART-052,2025-10-01,2025-10-06,2025-10-13,2025-10-17,2025-10-07,2025-10-19,Final,Medium,Low,20.6,20.4,2,0,2,1,Plate Prep,Client requested alternate color treatment
PRJ-1003_SQ040_SH0010,PRJ-1003,SQ040,SQ040_SH0010,Lighting,ART-052,2024-04-19,2024-04-23,2024-05-02,2024-05-17,2024-04-27,2024-05-18,Delivered,High,High,48.2,63.1,2,1,3,2,External Simulation,
PRJ-1013_SQ010_SH0080,PRJ-1013,SQ010,SQ010_SH0080,FX,ART-013,2026-04-04,2026-04-04,2026-04-16,2026-04-25,2026-04-08,2026-04-28,Delivered,High,Medium,47.7,52.6,3,1,4,0,None,
PRJ-1009_SQ060_SH0060,PRJ-1009,SQ060,SQ060_SH0060,FX,ART-048,2025-08-07,2025-08-10,2025-08-24,2025-08-26,2025-08-18,2025-08-29,Approved,High,High,93.0,69.8,0,0,0,0,External Simulation,
PRJ-1008_SQ020_SH0010,PRJ-1008,SQ020,SQ020_SH0010,Roto/Paint,ART-028,2025-02-01,2025-02-05,2025-02-10,2025-02-14,2025-02-06,2025-02-16,Delivered,High,Medium,19.0,24.4,4,1,5,2,3D Asset,Dependent on upstream FX delivery
PRJ-1005_SQ040_SH0130,PRJ-1005,SQ040,SQ040_SH0130,Animation,ART-036,2025-01-29,2025-02-02,2025-02-13,2025-03-05,2025-02-05,2025-03-07,Delivered,Medium,Low-Medium,42.3,45.1,2,1,3,8,None,Client requested alternate color treatment
PRJ-1001_SQ040_SH0100,PRJ-1001,SQ040,SQ040_SH0100,Compositing,ART-024,2024-07-19,2024-07-21,2024-07-30,2024-08-01,2024-07-24,2024-08-02,Approved,Medium,Medium,36.2,37.8,1,0,1,0,None,
PRJ-1004_SQ030_SH0030,PRJ-1004,SQ030,SQ030_SH0030,Lighting,ART-043,2024-07-26,2024-07-27,2024-08-03,2024-08-09,2024-07-30,2024-08-11,Delivered,High,Low-Medium,37.0,42.5,2,0,2,0,3D Asset,Dependent on upstream FX delivery
PRJ-1004_SQ040_SH0030,PRJ-1004,SQ040,SQ040_SH0030,Compositing,ART-008,2024-07-29,2024-08-01,2024-08-08,2024-08-08,2024-08-02,2024-08-08,Delivered,High,Low,20.3,22.4,1,1,2,1,None,Additional cleanup discovered during review
PRJ-1012_SQ110_SH0030,PRJ-1012,SQ110,SQ110_SH0030,Compositing,ART-046,2026-01-14,,2026-01-27,,,,Not Started,Critical,High,57.1,66.3,4,0,4,3,None,Dependent on upstream FX delivery
PRJ-1002_SQ120_SH0050,PRJ-1002,SQ120,SQ120_SH0050,Lighting,ART-043,2024-07-19,2024-07-24,2024-07-31,2024-08-02,2024-07-26,2024-08-05,Final,High,Low-Medium,27.5,30.3,0,0,0,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1014_SQ050_SH0040,PRJ-1014,SQ050,SQ050_SH0040,Compositing,ART-008,2026-04-13,2026-04-17,2026-04-29,2026-05-06,2026-04-19,2026-05-06,Delivered,Critical,Medium,28.8,29.9,0,2,2,8,3D Asset,Dependent on upstream FX delivery
PRJ-1013_SQ050_SH0080,PRJ-1013,SQ050,SQ050_SH0080,Animation,ART-006,2026-04-10,2026-04-11,2026-04-26,2026-05-02,2026-04-18,2026-05-05,Delivered,High,Very High,80.2,75.9,3,1,4,1,None,Additional cleanup discovered during review
PRJ-1012_SQ070_SH0040,PRJ-1012,SQ070,SQ070_SH0040,Roto/Paint,ART-028,2026-02-05,2026-02-10,2026-02-18,2026-02-17,2026-02-11,2026-02-19,Approved,Medium,Very High,22.5,26.7,2,1,3,0,None,Additional cleanup discovered during review
PRJ-1013_SQ030_SH0070,PRJ-1013,SQ030,SQ030_SH0070,Roto/Paint,ART-021,2026-04-01,2026-04-06,2026-04-12,2026-04-17,2026-04-07,2026-04-18,W.I.P.,High,Medium,16.8,25.9,1,2,3,0,Client Plate,Dependent on upstream FX delivery
PRJ-1013_SQ040_SH0070,PRJ-1013,SQ040,SQ040_SH0070,FX,ART-042,2026-03-31,2026-04-01,2026-04-12,2026-04-26,2026-04-07,2026-04-27,Delivered,Medium,,72.0,129.7,4,2,6,0,None,
PRJ-1012_SQ060_SH0030,PRJ-1012,SQ060,SQ060_SH0030,Matte Painting,ART-051,2025-12-18,,2026-01-08,,,,Not Started,High,Medium,56.4,58.7,2,0,2,5,None,
